
---------- Begin Simulation Statistics ----------
simSeconds                                   0.019571                       # Number of seconds simulated (Second)
simTicks                                  19570542500                       # Number of ticks simulated (Tick)
finalTick                                 19570542500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    887.87                       # Real time elapsed on the host (Second)
hostTickRate                                 22042040                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4503768                       # Number of bytes of host memory used (Byte)
simInsts                                     77218690                       # Number of instructions simulated (Count)
simOps                                       96610813                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    86970                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     108811                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         39141088                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.506883                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.972841                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        97826473                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      315                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      105893923                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   5505                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1215974                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            680787                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  77                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            39039209                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.712502                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.196441                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   7314795     18.74%     18.74% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   7081701     18.14%     36.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   5210832     13.35%     50.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   6142042     15.73%     65.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   5259022     13.47%     79.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3352892      8.59%     88.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1955957      5.01%     93.03% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   1347602      3.45%     96.48% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   1374366      3.52%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              39039209                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   95779      7.36%      7.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      7.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      7.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      7.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      7.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      7.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      7.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      7.36% # attempts to use FU when none available (Count)
