
---------- Begin Simulation Statistics ----------
simSeconds                                   0.210843                       # Number of seconds simulated (Second)
simTicks                                 210843392500                       # Number of ticks simulated (Tick)
finalTick                                210843392500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4096.48                       # Real time elapsed on the host (Second)
hostTickRate                                 51469375                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4389500                       # Number of bytes of host memory used (Byte)
simInsts                                    403468019                       # Number of instructions simulated (Count)
simOps                                      422468268                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    98491                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     103130                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        421686788                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.044904                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.957026                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       733602011                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      490                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      658090325                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1284020                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            311134232                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         253613981                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 137                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           421473585                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.561403                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.981834                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 202536071     48.05%     48.05% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  53945503     12.80%     60.85% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  48935235     11.61%     72.46% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  39482982      9.37%     81.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  34388227      8.16%     89.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  18240440      4.33%     94.32% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  13284325      3.15%     97.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   5922068      1.41%     98.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   4738734      1.12%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             421473585                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 3518347     33.77%     33.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      3      0.00%     33.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     33.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     33.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     33.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     33.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     33.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     33.77% # attempts to use FU when none available (Count)
