
---------- Begin Simulation Statistics ----------
simSeconds                                   0.012980                       # Number of seconds simulated (Second)
simTicks                                  12980345500                       # Number of ticks simulated (Tick)
finalTick                                 12980345500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    190.43                       # Real time elapsed on the host (Second)
hostTickRate                                 68164512                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4377060                       # Number of bytes of host memory used (Byte)
simInsts                                     60944278                       # Number of instructions simulated (Count)
simOps                                       61860716                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   320040                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     324853                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         25960696                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.425971                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.347579                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        74854215                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      259                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       70484004                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  47104                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             12993757                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          11525937                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 116                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            25808570                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.731031                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.328253                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   6774004     26.25%     26.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   2907322     11.26%     37.51% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   3241946     12.56%     50.07% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   2969799     11.51%     61.58% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   3480654     13.49%     75.07% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2738384     10.61%     85.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   2055862      7.97%     93.64% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    891107      3.45%     97.10% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    749492      2.90%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              25808570                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  329808     13.12%     13.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  84344      3.35%     16.47% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                  144339      5.74%     22.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     22.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     22.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     22.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                  944      0.04%     22.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc               125      0.00%     22.25% # attempts to use FU when none available (Count)
