
---------- Begin Simulation Statistics ----------
simSeconds                                   3.360341                       # Number of seconds simulated (Second)
simTicks                                 3360340531500                       # Number of ticks simulated (Tick)
finalTick                                3360340531500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  52045.06                       # Real time elapsed on the host (Second)
hostTickRate                                 64565981                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4693668                       # Number of bytes of host memory used (Byte)
simInsts                                  15245532182                       # Number of instructions simulated (Count)
simOps                                    16415724814                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   292929                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     315414                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       6720681066                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.440799                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.268608                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     18104748899                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   320977                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                    17425553052                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 737457                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           1689345061                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        1409733554                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                5816                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          6720518163                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.592888                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.029742                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                1416124361     21.07%     21.07% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 785606103     11.69%     32.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                1157813834     17.23%     49.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                1208069429     17.98%     67.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                1058032846     15.74%     83.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                 585195546      8.71%     92.42% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                 216997974      3.23%     95.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                 101410524      1.51%     97.15% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                 191267546      2.85%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total            6720518163                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 1518119      5.52%      5.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   6821      0.02%      5.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       2      0.00%      5.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      5.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      5.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      5.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      5.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      5.54% # attempts to use FU when none available (Count)
