
---------- Begin Simulation Statistics ----------
simSeconds                                   0.127396                       # Number of seconds simulated (Second)
simTicks                                 127396134500                       # Number of ticks simulated (Tick)
finalTick                                127396134500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   3673.77                       # Real time elapsed on the host (Second)
hostTickRate                                 34677249                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4381040                       # Number of bytes of host memory used (Byte)
simInsts                                    825385269                       # Number of instructions simulated (Count)
simOps                                      918475537                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   224670                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     250009                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        254792274                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.308695                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               3.239448                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       925456368                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      218                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      923954841                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1172                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              6981048                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3915985                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 108                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           254678764                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.627923                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.085230                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   8672296      3.41%      3.41% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  17993488      7.07%     10.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  79270656     31.13%     41.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  42001093     16.49%     58.09% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   9928095      3.90%     61.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  34286801     13.46%     75.45% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  38870368     15.26%     90.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  12199567      4.79%     95.50% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                  11456400      4.50%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             254678764                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                11039850     24.74%     24.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 785205      1.76%     26.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     26.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     26.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     26.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     26.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                 2335      0.01%     26.51% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc               424      0.00%     26.51% # attempts to use FU when none available (Count)
