
---------- Begin Simulation Statistics ----------
simSeconds                                 430.595187                       # Number of seconds simulated (Second)
simTicks                                 430595186701500                       # Number of ticks simulated (Tick)
finalTick                                430595186701500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  16573.66                       # Real time elapsed on the host (Second)
hostTickRate                              25980698335                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4443336                       # Number of bytes of host memory used (Byte)
simInsts                                        82331                       # Number of instructions simulated (Count)
simOps                                          93481                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                        5                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                          6                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                           262907                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               3.176970                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.314765                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          157315                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       89                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         146093                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    480                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                63922                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             50828                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  30                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              174337                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.837992                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.703329                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    127226     72.98%     72.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                     12689      7.28%     80.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                      9630      5.52%     85.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                      6641      3.81%     89.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                      7177      4.12%     93.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                      4529      2.60%     96.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                      3548      2.04%     98.34% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      1596      0.92%     99.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1301      0.75%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total                174337                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     732     13.60%     13.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     13.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     13.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     13.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     13.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     13.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     13.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     13.60% # attempts to use FU when none available (Count)
