
---------- Begin Simulation Statistics ----------
simSeconds                                   0.004385                       # Number of seconds simulated (Second)
simTicks                                   4385224500                       # Number of ticks simulated (Tick)
finalTick                                  4385224500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     58.52                       # Real time elapsed on the host (Second)
hostTickRate                                 74939529                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4380832                       # Number of bytes of host memory used (Byte)
simInsts                                     14908030                       # Number of instructions simulated (Count)
simOps                                       15972662                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   254764                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     272958                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          8770454                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.588247                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.699967                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        21553753                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      375                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       19247550                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  10233                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              5581465                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           4206065                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 102                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             8622966                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.232126                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.233706                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   2861785     33.19%     33.19% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   1248451     14.48%     47.67% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    960682     11.14%     58.81% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1198188     13.90%     72.70% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    867985     10.07%     82.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    530478      6.15%     88.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    540898      6.27%     95.19% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    202539      2.35%     97.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    211960      2.46%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               8622966                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  196660     84.16%     84.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     84.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     84.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     84.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     84.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     84.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     84.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     84.16% # attempts to use FU when none available (Count)
