
---------- Begin Simulation Statistics ----------
simSeconds                                   0.266020                       # Number of seconds simulated (Second)
simTicks                                 266019963500                       # Number of ticks simulated (Tick)
finalTick                                266019963500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   6000.23                       # Real time elapsed on the host (Second)
hostTickRate                                 44334995                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4621840                       # Number of bytes of host memory used (Byte)
simInsts                                    943657073                       # Number of instructions simulated (Count)
simOps                                     1088927197                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   157270                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     181481                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        532039930                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.560921                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.782783                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1155441961                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     6764                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1144392828                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1118162                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             66521527                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          45182171                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                5561                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           528372727                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.165882                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.207226                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 167983726     31.79%     31.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  94544926     17.89%     49.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  72520580     13.73%     63.41% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  53609328     10.15%     73.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  46976384      8.89%     82.45% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  38768009      7.34%     89.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  26823056      5.08%     94.86% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  15878903      3.01%     97.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                  11267815      2.13%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             528372727                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 6463142     24.48%     24.48% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                1766936      6.69%     31.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     31.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     31.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     31.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     31.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     31.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     31.17% # attempts to use FU when none available (Count)
