
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000387                       # Number of seconds simulated (Second)
simTicks                                    387427500                       # Number of ticks simulated (Tick)
finalTick                                   387427500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      3.52                       # Real time elapsed on the host (Second)
hostTickRate                                110048749                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4383384                       # Number of bytes of host memory used (Byte)
simInsts                                      1052204                       # Number of instructions simulated (Count)
simOps                                        1167372                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   298872                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     331584                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                           774860                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.735417                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.359772                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         1387600                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      277                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        1295164                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    957                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               220504                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            204109                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 120                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              665327                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.946658                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.205150                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    293891     44.17%     44.17% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                     55587      8.35%     52.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                     65890      9.90%     62.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                     89678     13.48%     75.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                     56894      8.55%     84.46% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     47464      7.13%     91.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     28521      4.29%     95.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     16475      2.48%     98.36% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     10927      1.64%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total                665327                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4824     21.16%     21.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     21.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     21.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     21.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     21.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     21.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     21.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     21.16% # attempts to use FU when none available (Count)
