
---------- Begin Simulation Statistics ----------
simSeconds                                   0.004752                       # Number of seconds simulated (Second)
simTicks                                   4751524500                       # Number of ticks simulated (Tick)
finalTick                                  4751524500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     71.04                       # Real time elapsed on the host (Second)
hostTickRate                                 66881596                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4379428                       # Number of bytes of host memory used (Byte)
simInsts                                     14908030                       # Number of instructions simulated (Count)
simOps                                       15972662                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   209842                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     224828                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          9503055                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.637383                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.568914                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        21908109                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      372                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       19465001                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  10030                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              5935818                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           4420331                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  99                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             9346768                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.082538                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.191365                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   3356923     35.92%     35.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   1383990     14.81%     50.72% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1047728     11.21%     61.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1224874     13.10%     75.04% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    886505      9.48%     84.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    523896      5.61%     90.13% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    519246      5.56%     95.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    198891      2.13%     97.81% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    204715      2.19%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               9346768                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  202486     84.41%     84.41% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     84.41% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     84.41% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     84.41% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     84.41% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     84.41% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     84.41% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     84.41% # attempts to use FU when none available (Count)
