
---------- Begin Simulation Statistics ----------
simSeconds                                   0.004424                       # Number of seconds simulated (Second)
simTicks                                   4423612500                       # Number of ticks simulated (Tick)
finalTick                                  4423612500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    117.97                       # Real time elapsed on the host (Second)
hostTickRate                                 37497001                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4413420                       # Number of bytes of host memory used (Byte)
simInsts                                     16536546                       # Number of instructions simulated (Count)
simOps                                       17188284                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   140173                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     145697                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          8847228                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.534950                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.869332                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        19342847                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      495                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       18501031                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3160                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2155057                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           2051566                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  95                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             8705855                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.125125                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.884956                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   1877845     21.57%     21.57% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   2102739     24.15%     45.72% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1696330     19.48%     65.21% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1081953     12.43%     77.64% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    811070      9.32%     86.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    670875      7.71%     94.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    250209      2.87%     97.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     58808      0.68%     98.21% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    156026      1.79%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               8705855                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   18170      8.57%      8.57% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   3388      1.60%     10.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     10.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     10.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     10.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     10.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     10.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     10.17% # attempts to use FU when none available (Count)
