
---------- Begin Simulation Statistics ----------
simSeconds                                   0.003998                       # Number of seconds simulated (Second)
simTicks                                   3998354500                       # Number of ticks simulated (Tick)
finalTick                                  3998354500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    113.07                       # Real time elapsed on the host (Second)
hostTickRate                                 35360267                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4376936                       # Number of bytes of host memory used (Byte)
simInsts                                     20449628                       # Number of instructions simulated (Count)
simOps                                       20920767                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   180850                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     185017                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          7996713                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.391034                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.557324                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        21225671                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      258                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       21140628                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    672                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               305161                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            375793                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  94                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             7883584                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.681601                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.721047                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   1262049     16.01%     16.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    770589      9.77%     25.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1184201     15.02%     40.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   2102686     26.67%     67.48% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1664702     21.12%     88.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    578922      7.34%     95.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    172015      2.18%     98.12% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     79289      1.01%     99.12% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     69131      0.88%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               7883584                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   29546     19.98%     19.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     19.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     19.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     19.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     19.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     19.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     19.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     19.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     19.98% # attempts to use FU when none available (Count)
