
---------- Begin Simulation Statistics ----------
simSeconds                                   0.021446                       # Number of seconds simulated (Second)
simTicks                                  21446201500                       # Number of ticks simulated (Tick)
finalTick                                 21446201500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1074.65                       # Real time elapsed on the host (Second)
hostTickRate                                 19956500                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4397708                       # Number of bytes of host memory used (Byte)
simInsts                                     65256150                       # Number of instructions simulated (Count)
simOps                                       66464900                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    60723                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      61848                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         42892405                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.657283                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.521415                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        87292690                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      284                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       79330881                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 552722                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             20828073                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          16647499                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  98                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            42757520                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.855367                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.866445                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  16263355     38.04%     38.04% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   5322298     12.45%     50.48% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   6660957     15.58%     66.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   4105404      9.60%     75.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   3657073      8.55%     84.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   6748433     15.78%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 5                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              42757520                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    3      0.01%      0.01% # attempts to use FU when none available (Count)
