
---------- Begin Simulation Statistics ----------
simSeconds                                   0.003683                       # Number of seconds simulated (Second)
simTicks                                   3682834500                       # Number of ticks simulated (Tick)
finalTick                                  3682834500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     62.74                       # Real time elapsed on the host (Second)
hostTickRate                                 58700599                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4387400                       # Number of bytes of host memory used (Byte)
simInsts                                     14908030                       # Number of instructions simulated (Count)
simOps                                       15972662                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   237618                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     254587                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          7365672                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.494026                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.024185                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        20257267                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      380                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       18441679                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   9530                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              4284984                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3374910                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 107                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             7220892                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.553934                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.294172                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   1956009     27.09%     27.09% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   1051999     14.57%     41.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    750313     10.39%     52.05% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1141294     15.81%     67.85% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    784605     10.87%     78.72% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    537411      7.44%     86.16% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    576649      7.99%     94.15% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    201093      2.78%     96.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    221519      3.07%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               7220892                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  177992     85.56%     85.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     85.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     85.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     85.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     85.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     85.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     85.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     85.56% # attempts to use FU when none available (Count)
