
---------- Begin Simulation Statistics ----------
simSeconds                                   0.110933                       # Number of seconds simulated (Second)
simTicks                                 110932529500                       # Number of ticks simulated (Tick)
finalTick                                110932529500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4329.64                       # Real time elapsed on the host (Second)
hostTickRate                                 25621637                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4426884                       # Number of bytes of host memory used (Byte)
simInsts                                    455641595                       # Number of instructions simulated (Count)
simOps                                      502510587                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   105238                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     116063                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        221865062                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.486911                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.053765                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       540515442                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      534                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      520698333                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1934966                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             38005388                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          66360493                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 174                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           221631259                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.349390                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.598877                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  46100656     20.80%     20.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  30909099     13.95%     34.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  32964041     14.87%     49.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  22768700     10.27%     59.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  88888763     40.11%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 4                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             221631259                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   6418      0.01%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult             10990448     21.88%     21.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc           5893439     11.73%     33.62% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv               1879362      3.74%     37.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc             15495994     30.85%     68.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt             15968282     31.79%    100.00% # attempts to use FU when none available (Count)
