
---------- Begin Simulation Statistics ----------
simSeconds                                   0.106280                       # Number of seconds simulated (Second)
simTicks                                 106280034500                       # Number of ticks simulated (Tick)
finalTick                                106280034500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2922.22                       # Real time elapsed on the host (Second)
hostTickRate                                 36369591                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4426440                       # Number of bytes of host memory used (Byte)
simInsts                                    455641868                       # Number of instructions simulated (Count)
simOps                                      502510869                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   155923                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     171962                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        212560073                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.466489                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.143672                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       533444372                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      483                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      523438006                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 115441                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             30933985                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          43136421                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 123                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           212324935                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.465269                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.231750                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  51976139     24.48%     24.48% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  35312679     16.63%     41.11% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  37733492     17.77%     58.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  23739182     11.18%     70.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  22562843     10.63%     80.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  15217423      7.17%     87.86% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  11963245      5.63%     93.49% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   7236616      3.41%     96.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   6583316      3.10%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             212324935                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  922605      1.54%      1.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  32999      0.06%      1.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      1.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                313385      0.52%      2.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                  8607      0.01%      2.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 73178      0.12%      2.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult             12232753     20.44%     22.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc           6279472     10.49%     33.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv               1939586      3.24%     36.43% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc             16252438     27.16%     63.58% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt             16013876     26.76%     90.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      3      0.00%     90.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     90.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                 812690      1.36%     91.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                      0      0.00%     91.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                 296908      0.50%     92.19% # attempts to use FU when none available (Count)
