
---------- Begin Simulation Statistics ----------
simSeconds                                   0.054077                       # Number of seconds simulated (Second)
simTicks                                  54077335500                       # Number of ticks simulated (Tick)
finalTick                                 54077335500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2575.45                       # Real time elapsed on the host (Second)
hostTickRate                                 20997264                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4397256                       # Number of bytes of host memory used (Byte)
simInsts                                    224920392                       # Number of instructions simulated (Count)
simOps                                      228691710                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    87333                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      88797                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        108154673                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.480856                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.079623                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       281050358                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      239                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      251963419                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                2868835                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             52358886                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          67185559                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 110                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           108031733                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.332309                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.153845                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  17789382     16.47%     16.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   6561276      6.07%     22.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   5641082      5.22%     27.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  78039993     72.24%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 3                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             108031733                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  36508     97.30%     97.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     97.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     97.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     97.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     97.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                  405      1.08%     98.38% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                89      0.24%     98.62% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                    10      0.03%     98.65% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                  508      1.35%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%    100.00% # attempts to use FU when none available (Count)
